Days for shipment (scheduled),Order Region,order month,Order Status,order hour,order day,city risk score,category risk score,Shipping Mode,Market,Order Item Total,actual_late_risk,predicted_late_risk
4,18,4,6,9,3,0.5942857142857143,0.5453419768373516,3,4,0.923603131768283,0,0
1,15,11,7,16,6,0.5416666666666666,0.5515294974508376,0,3,-0.24614119796507195,1,1
2,8,9,6,12,0,0.4411764705882353,0.5480694980694981,2,1,-0.07595259508154138,1,1
1,13,12,1,0,1,0.6730769230769231,0.5613636363636364,0,3,-0.7908611364016382,1,1
2,17,9,2,9,6,0.8333333333333334,0.5474660586589284,2,1,-0.4886369607333085,1,1
0,6,6,7,17,4,0.6590909090909091,0.5449667654360535,1,4,0.07390986767484387,1,1
2,15,10,2,10,5,0.554670528602462,0.5453419768373516,2,3,0.923603131768283,1,1
1,4,12,2,7,3,0.9534883720930233,0.5497128426540671,0,3,0.4536060910321375,1,1
4,2,9,2,12,5,0.3,0.5455669122890421,3,0,0.20319654546234436,0,0
1,10,9,2,10,5,0.5714285714285714,0.5515294974508376,0,1,-1.2088768090893405,1,1
0,7,1,5,0,4,0.5576923076923077,0.5564681724845996,1,3,-0.9391408809172067,0,0
2,22,11,2,19,6,0.3783783783783784,0.5599173553719008,2,1,2.2036408811302044,1,1
4,11,3,7,7,4,0.39285714285714285,0.5455669122890421,3,3,-0.3257790837200699,1,0
0,12,2,2,1,1,0.375,0.5497128426540671,1,2,-0.7258012559402498,0,0
0,1,1,6,3,5,0.550429669832655,0.5480694980694981,1,2,0.02401130334663139,0,0
1,3,1,6,22,5,0.7128712871287128,0.5449667654360535,0,2,1.7731294994690363,1,1
2,22,6,2,7,1,0.6194029850746269,0.5453419768373516,2,1,0.8486302079471534,1,1
2,15,1,0,10,1,0.5813953488372093,0.5646153846153846,2,3,0.002852206538541004,0,0
2,10,10,5,17,3,0.5603864734299517,0.5474660586589284,2,1,0.14005266796063054,1,1
1,22,9,1,23,1,0.5873015873015873,0.5497128426540671,0,1,0.7235085659732222,1,1
4,19,1,5,4,3,0.53156146179402,0.5474660586589284,3,0,-0.07645252120184041,1,1
2,18,7,1,0,0,0.4077669902912621,0.5448619976625011,2,4,-0.6374165678921005,0,0
4,5,9,3,0,4,0.7333333333333333,0.5449667654360535,3,0,-0.8423425466745479,1,1
0,7,1,5,9,2,0.391304347826087,0.5455669122890421,1,3,0.45310629153277626,0,0
4,3,3,2,19,3,0.5283230510375772,0.5492640692640692,3,2,1.573368471551406,0,0
4,3,4,1,15,2,0.51625,0.5515294974508376,3,2,-0.6559098357872334,0,0
2,13,1,2,22,6,0.5498489425981873,0.5646153846153846,2,3,0.18262063303948883,0,1
4,12,6,2,9,5,0.8285714285714286,0.5492640692640692,3,2,1.6733323699795788,1,1
4,12,3,6,17,2,0.4,0.5497128426540671,3,2,-0.5808536537011679,0,0
4,1,2,1,6,0,0.5555555555555556,0.5497128426540671,3,2,-0.10111021200636165,0,0
4,19,10,7,19,5,0.6617647058823529,0.5448619976625011,3,0,-0.6157576724176814,1,1
4,19,12,7,13,4,0.6617647058823529,0.5448619976625011,3,0,-0.4533163374719007,1,1
2,18,4,2,4,4,0.5948717948717949,0.5497128426540671,2,4,0.7983983589833865,1,1
4,11,11,2,18,2,0.4772727272727273,0.5448619976625011,3,3,-0.5020487887706166,0,0
4,22,10,2,19,0,0.5950920245398773,0.5202952029520295,3,1,-1.4341288091251971,1,0
4,22,9,2,11,2,0.7857142857142857,0.5453419768373516,3,1,0.7486663095189806,0,0
4,3,5,2,16,3,0.632,0.5455669122890421,3,2,-1.131738014797213,0,0
4,14,4,8,5,2,0.555956678700361,0.5608365019011406,3,4,-1.3271674285603918,0,0
4,22,7,2,22,5,0.7213114754098361,0.5492640692640692,3,1,1.4734045731232333,1,1
4,22,9,2,1,4,0.4728682170542636,0.5515294974508376,3,1,-0.9923716835705515,0,0
4,13,8,2,12,1,0.35294117647058826,0.5515294974508376,3,3,-0.19282704299742343,0,0
0,20,9,2,19,4,0.8125,0.5480694980694981,1,3,-0.009309996129426202,1,1
4,20,8,6,11,6,0.6666666666666666,0.5448619976625011,3,3,-0.7132225112048247,1,1
1,18,7,2,2,6,0.5942857142857143,0.5480694980694981,0,4,-0.12593454429562778,1,1
4,11,11,6,6,6,0.519280205655527,0.5580110497237569,3,3,0.5251635508347691,0,0
4,9,1,6,1,2,0.6276276276276276,0.5474660586589284,3,0,-0.2762969340053447,0,0
4,12,3,2,14,6,0.59375,0.5474660586589284,3,2,-1.2130419715238476,0,0
2,17,10,3,2,5,0.3816793893129771,0.5497128426540671,2,1,0.7235085659732222,0,0
4,10,9,6,4,3,0.6686746987951807,0.5449667654360535,3,1,-0.02605403075332891,0,0
2,6,5,2,2,1,0.572661217075386,0.5515294974508376,2,4,-0.525956780326096,0,1
1,6,6,5,19,1,0.4020618556701031,0.5626168224299065,0,4,-0.9590503522726529,1,1
2,7,1,0,10,4,0.15789473684210525,0.5497128426540671,2,3,-0.16108852523925823,0,0
4,10,6,1,20,1,0.5661331086773378,0.5515294974508376,3,1,-0.8924077533205377,0,0
4,15,2,2,7,4,0.5107913669064749,0.5480694980694981,3,3,0.04900227795367459,0,0
4,12,4,2,22,5,1.0,0.5497128426540671,3,2,-0.695812099157195,1,1
4,7,10,5,8,3,0.5947955390334573,0.5480694980694981,3,3,0.14063585151283295,0,0
4,17,6,5,21,4,0.5263157894736842,0.5497128426540671,3,1,-0.04113189794043263,1,1
4,10,8,2,12,0,0.4,0.5474660586589284,3,1,-0.7259678980914205,0,0
0,12,2,7,17,3,1.0,0.5492640692640692,1,2,1.3734406746950605,1,1
4,18,5,2,2,0,0.5581395348837209,0.5497128426540671,3,4,0.37363504809555564,0,0
2,6,4,6,21,4,0.572661217075386,0.5457627118644067,2,4,-1.400474296987592,1,1
1,22,10,5,7,2,0.7910447761194029,0.5455669122890421,0,1,-0.7506256520398042,1,1
4,20,12,3,2,1,0.522207267833109,0.5455669122890421,3,3,-0.12585128686372438,0,0
1,22,8,7,10,5,0.4382716049382716,0.5522151898734177,0,1,0.17379050867111348,1,1
4,22,8,1,2,2,0.5657894736842105,0.5448619976625011,3,1,-0.5182928964411876,0,0
4,6,4,2,20,2,0.43617021276595747,0.5480694980694981,3,4,-0.12593454429562778,1,0
1,22,6,2,2,4,0.8166666666666667,0.5474660586589284,0,1,-0.8341788003130223,1,1
4,21,8,6,10,2,0.390625,0.5608365019011406,3,4,-1.0216944309414315,0,0
0,12,2,1,9,2,0.29545454545454547,0.5474660586589284,1,2,0.4730990204034291,0,0
4,3,3,6,16,5,0.628032345013477,0.5448619976625011,3,2,-0.5724400080897812,0,0
1,6,4,6,7,5,0.5163934426229508,0.5448619976625011,0,4,-0.4533163374719007,1,1
1,3,6,5,8,0,0.6386554621848739,0.5480694980694981,0,2,0.12397520177480417,1,1
4,20,11,2,5,1,0.6774193548387096,0.5515294974508376,3,3,-0.5809369119661038,0,0
4,21,7,5,4,5,0.5230352303523035,0.5448619976625011,3,4,-0.44248688931817487,0,0
4,2,11,7,0,5,0.6792452830188679,0.5608365019011406,3,0,-0.7338816812261901,0,1
4,17,9,2,10,4,0.44808743169398907,0.5453419768373516,3,1,0.7486663095189806,0,0
4,3,4,4,11,3,0.51625,0.5453419768373516,3,2,0.47376546138753495,0,0
0,1,4,7,1,1,0.5941422594142259,0.5455669122890421,1,2,0.44269338544650827,0,0
0,13,1,2,20,4,0.5666666666666667,0.5480694980694981,1,3,0.09065390229874658,1,1
4,14,5,7,9,5,0.45910290237467016,0.5455669122890421,3,4,0.07407650999262118,0,0
0,7,11,1,7,4,0.3698630136986301,0.5480694980694981,1,3,0.04900227795367459,0,0
0,10,7,5,12,4,0.5617977528089888,0.5497128426540671,1,1,-0.2060723561709248,1,1
4,3,1,6,0,0,0.5885462555066079,0.5448619976625011,3,2,-0.550781175925831,1,1
1,11,2,6,10,3,0.5168067226890757,0.5448619976625011,0,3,-0.5724400080897812,1,1
1,22,7,2,1,5,0.5608040201005026,0.5553435114503816,0,1,-0.6616577799396329,1,1
4,7,1,6,22,1,0.2,0.5448619976625011,3,3,-0.5020487887706166,0,0
1,17,9,5,1,6,0.6652719665271967,0.5449667654360535,0,1,0.8485468230612797,1,1
1,3,2,6,19,1,0.5941422594142259,0.5448619976625011,0,2,-0.4533163374719007,1,1
2,13,1,5,18,5,0.8,0.5515294974508376,2,3,-0.9657146375753553,1,1
4,11,11,5,4,1,0.626890756302521,0.5449667654360535,3,3,-0.717387673639332,0,0
4,3,6,6,8,1,0.5283230510375772,0.5497128426540671,3,2,-0.026137288185232074,1,0
4,3,3,6,1,3,0.4777777777777778,0.5492640692640692,3,2,1.3734406746950605,1,1
4,22,7,2,19,4,0.5833333333333334,0.56957928802589,3,1,-0.7995246819293121,0,0
4,3,5,7,23,6,0.6341463414634146,0.5492640692640692,3,2,1.6400110705035211,0,0
4,17,7,6,17,3,0.2857142857142857,0.5492640692640692,3,1,1.573368471551406,1,0
4,22,6,2,3,3,0.5671641791044776,0.5434782608695652,3,1,-0.5362031074050558,0,1
2,12,5,2,5,3,0.6289308176100629,0.5492640692640692,2,2,1.6233504207654923,0,1
4,15,2,3,23,2,0.5606361829025845,0.5448619976625011,3,3,-0.46414578479259405,0,0
2,20,9,2,15,4,0.5384615384615384,0.5497128426540671,2,3,-1.0855880073589743,0,1
4,11,3,3,11,1,0.6486486486486487,0.5453419768373516,3,3,0.7236753349119374,0,0
1,8,10,2,5,3,0.5874125874125874,0.5448619976625011,0,1,-0.6157576724176814,1,1
4,3,2,5,0,3,0.5499405469678954,0.5449667654360535,3,2,0.5237474106016213,1,1
4,11,11,2,2,0,0.5481481481481482,0.5497128426540671,3,3,-0.026137288185232074,0,0
4,21,6,6,8,4,0.45910290237467016,0.5455669122890421,3,4,-0.7922772763848762,0,0
4,17,6,2,11,5,0.5625,0.5449667654360535,3,1,0.5986370769908478,0,0
4,12,2,6,15,4,0.4583333333333333,0.5448619976625011,3,2,-0.5020487887706166,0,0
4,18,6,1,20,5,0.7058823529411765,0.5453419768373516,3,4,0.5487383852086646,0,0
4,11,11,5,21,1,0.5535714285714286,0.5492640692640692,3,3,0.9736682109603025,0,0
2,10,10,7,20,6,1.0,0.5067873303167421,2,1,10.595276819557807,1,1
0,3,2,0,19,0,0.41509433962264153,0.5492640692640692,1,2,1.1401915783626573,0,0
1,22,7,6,13,3,0.5996810207336523,0.5448619976625011,0,1,-0.4749752329463198,1,1
1,3,5,3,0,5,0.6129032258064516,0.5449667654360535,0,2,1.2067507924288987,1,1
4,11,2,2,21,1,0.5535714285714286,0.5492640692640692,3,3,1.6400110705035211,0,0
1,21,7,5,2,6,0.6878980891719745,0.5453419768373516,0,4,0.6487024110908078,1,1
4,3,4,2,21,4,0.5283230510375772,0.5455669122890421,3,2,-0.7381301647362826,1,1
4,8,12,5,14,6,0.2777777777777778,0.5480694980694981,3,1,-0.12593454429562778,1,0
4,6,7,6,21,4,0.572661217075386,0.5448619976625011,3,4,-0.583269456243507,1,0
4,6,7,3,7,2,0.5163934426229508,0.5492640692640692,3,4,1.2068341773147726,0,0
4,10,7,7,0,1,0.5368421052631579,0.5455669122890421,3,1,0.3073256063250243,0,0
4,7,11,6,13,0,0.5555555555555556,0.5453419768373516,3,3,0.798648258733067,0,0
2,19,9,2,23,3,0.53156146179402,0.5453419768373516,2,0,0.673693385697851,1,1
1,3,1,2,12,3,0.5283230510375772,0.5515294974508376,0,2,-0.9390576234853033,1,1
4,22,7,2,15,5,0.23076923076923078,0.5474660586589284,3,1,-0.8425091251820367,0,0
2,10,8,6,21,4,0.5986394557823129,0.5515294974508376,2,1,-0.695812099157195,1,1
1,15,11,6,21,1,0.5454545454545454,0.5515294974508376,0,3,-1.2755194239523762,1,1
2,15,2,8,22,3,0.5495495495495496,0.5474660586589284,2,3,0.41070496877169504,0,0
4,3,4,6,13,1,0.546875,0.5359116022099447,3,2,0.206445367163065,1,1
0,21,8,7,12,1,0.49437148217636023,0.5449667654360535,1,4,1.5732017026126908,1,1
0,21,5,3,23,1,0.49437148217636023,0.5474660586589284,1,4,-1.1256568814747818,1,1
0,3,1,2,5,6,0.42857142857142855,0.56957928802589,1,2,-1.254277085956516,0,0
2,22,6,5,22,5,0.23076923076923078,0.5497128426540671,2,1,-0.2809618951061807,0,0
0,10,11,7,9,3,0.5661331086773378,0.5522041763341067,1,1,0.4653518790866174,0,0
4,18,5,6,3,1,0.5562130177514792,0.5497128426540671,3,4,-1.105580799790006,1,0
4,7,1,6,4,4,0.5340136054421769,0.5448619976625011,3,3,-0.44248688931817487,0,0
1,20,10,6,7,3,0.9523809523809523,0.5453419768373516,0,3,0.8986121571612398,1,1
4,21,7,2,19,3,0.45910290237467016,0.5448619976625011,3,4,-0.6590753992230182,0,0
2,22,9,8,16,0,0.3333333333333333,0.5492640692640692,2,1,1.7066536694556365,0,0
2,3,2,2,10,3,0.5283230510375772,0.5515294974508376,2,2,-0.12618444404530826,1,1
2,19,10,6,17,5,0.6190476190476191,0.5480694980694981,2,0,-0.05929194534351259,1,1
1,21,6,2,2,3,1.0,0.5492640692640692,0,4,1.1401915783626573,1,1
4,12,2,7,5,1,0.6140350877192983,0.5626168224299065,3,2,-1.4429589490462895,0,0
4,14,6,7,13,6,0.5309090909090909,0.5480694980694981,3,4,0.12397520177480417,1,1
4,3,4,5,21,0,0.0,0.5564681724845996,3,2,-1.0472685257069052,0,0
2,3,5,2,17,0,0.5487804878048781,0.5453419768373516,2,2,0.598720334422751,1,1
4,22,9,2,1,1,0.42857142857142855,0.5448619976625011,3,1,-0.48580461695654414,0,0
4,8,12,3,17,0,0.6538461538461539,0.5449667654360535,3,1,1.9314056719803099,0,0
2,6,8,3,2,5,0.5050505050505051,0.5480694980694981,2,4,0.07399325256071777,0,1
2,11,3,2,8,4,0.5652173913043478,0.5455669122890421,2,3,0.3073256063250243,1,1
4,12,5,5,11,6,0.4909090909090909,0.5696629213483146,3,2,-0.6926465986153628,0,0
1,14,7,1,2,4,0.5707964601769911,0.5474660586589284,0,4,0.09007071874654414,1,1
4,22,6,8,20,5,0.5833333333333334,0.5449667654360535,3,1,0.5986370769908478,0,0
4,2,12,6,10,0,0.7017543859649122,0.5497128426540671,3,0,0.5735628449519011,0,1
4,2,10,3,20,0,0.6066252587991718,0.5474660586589284,3,0,-0.33877437052295273,1,1
4,14,5,7,2,0,0.5,0.5474660586589284,3,4,-0.7676195224364925,1,1
4,22,10,2,20,0,0.581888246628131,0.5497128426540671,3,1,0.5235808957378147,0,0
4,15,11,1,21,1,0.5606361829025845,0.5497128426540671,3,3,-0.4009186498589768,0,0
4,22,7,4,9,1,0.4444444444444444,0.5515294974508376,3,1,-0.15950574352136584,0,0
4,12,1,2,22,1,0.5766871165644172,0.5455669122890421,3,2,-0.33827457102359154,0,0
1,6,4,5,17,5,0.7272727272727273,0.5455669122890421,0,4,-0.4382384694517643,1,1
4,3,1,6,10,1,0.5487804878048781,0.5474660586589284,3,2,-0.8258484754440079,0,0
4,14,7,6,14,3,0.17647058823529413,0.5455669122890421,3,4,-1.1588115706215096,0,0
1,11,3,7,18,3,0.7719298245614035,0.5474660586589284,0,3,0.09007071874654414,1,1
1,10,10,5,0,2,0.5796178343949044,0.581081081081081,0,1,2.0520288668841795,1,1
1,7,11,5,23,6,0.6111111111111112,0.5497128426540671,0,3,0.6485356421520927,1,1
1,3,2,6,19,5,0.55627425614489,0.5480694980694981,0,2,-0.14259519403365656,1,1
1,7,1,6,11,5,0.5454545454545454,0.5480694980694981,0,3,0.02401130334663139,1,1
4,3,3,2,19,1,0.6736842105263158,0.5480694980694981,3,2,-0.009309996129426202,1,1
0,10,10,2,11,5,0.41935483870967744,0.581081081081081,1,1,2.1273350753408633,0,0
2,22,8,5,2,0,0.6527777777777778,0.5515294974508376,2,1,-0.2061556136028282,1,1
4,14,7,6,12,5,0.6666666666666666,0.5608365019011406,3,4,-0.7497926322982998,1,1
4,18,6,1,23,5,0.5942857142857143,0.5497128426540671,3,4,0.3636385566227749,1,1
0,7,1,5,21,6,1.0,0.5492640692640692,1,3,1.4734045731232333,1,1
4,11,3,2,21,5,0.696078431372549,0.5480694980694981,3,3,-0.19257714324774294,1,0
4,13,1,6,13,2,0.5833333333333334,0.5474660586589284,3,3,-0.4636459861262653,0,0
4,22,9,2,15,3,0.25925925925925924,0.5492640692640692,3,1,1.6233504207654923,0,0
4,1,5,6,17,3,0.7916666666666666,0.5474660586589284,3,2,-0.009809922249725234,1,1
2,12,4,1,16,6,0.47023809523809523,0.5522151898734177,2,2,-1.0605970327519312,1,1
1,3,3,6,7,3,0.5411051212938005,0.5492640692640692,0,2,1.4734045731232333,1,1
4,11,12,8,18,5,0.5481481481481482,0.5654320987654321,3,3,-1.2793513657282238,0,0
2,22,9,7,11,6,0.5757575757575758,0.5626168224299065,2,1,0.648785541068741,1,1
2,12,3,1,22,1,0.4166666666666667,0.5515294974508376,2,2,-0.21948418420823293,1,1
4,8,1,8,5,0,0.8235294117647058,0.5492640692640692,3,1,1.3734406746950605,0,0
4,3,3,3,4,2,0.88,0.5480694980694981,3,2,0.02401130334663139,0,0
2,22,7,6,7,5,0.5996810207336523,0.5448619976625011,2,1,-0.48580461695654414,1,1
4,7,1,6,1,0,0.5862068965517241,0.5497128426540671,3,3,0.4536060910321375,1,0
4,22,6,7,23,6,0.5996810207336523,0.5453419768373516,3,1,0.5237474106016213,0,0
4,13,12,1,20,5,0.34782608695652173,0.5448619976625011,3,3,-0.583269456243507,0,0
0,15,11,6,1,5,0.5,0.5455669122890421,1,3,0.5155837280503843,0,0
2,17,9,2,1,3,0.5810344827586207,0.5457627118644067,2,1,-1.4154688833345797,1,1
4,22,7,2,15,0,0.3783783783783784,0.5480694980694981,3,1,0.09065390229874658,0,0
4,21,7,2,19,2,0.390625,0.5448619976625011,3,4,-0.46414578479259405,1,0
2,6,4,1,21,0,0.572661217075386,0.5455669122890421,2,4,-1.1129947838419305,1,1
1,22,9,3,11,1,0.6136363636363636,0.5455669122890421,0,1,-0.07586933764963798,1,1
1,22,9,2,8,4,0.5641025641025641,0.5474660586589284,0,1,-1.1631433433853466,1,1
2,11,12,5,5,1,0.49612403100775193,0.5480694980694981,2,3,-0.05929194534351259,1,1
4,6,8,1,3,5,0.8333333333333334,0.5455669122890421,3,4,-0.27579713450598353,1,1
4,22,7,8,4,1,0.56,0.5448619976625011,3,1,-0.6157576724176814,0,0
1,22,10,7,14,0,0.8888888888888888,0.5202952029520295,0,1,-1.4322128302401615,1,1
1,22,9,2,7,0,0.5608040201005026,0.5453419768373516,0,1,0.6487024110908078,1,1
4,12,3,6,19,6,0.3469387755102041,0.5448619976625011,3,2,-0.550781175925831,0,0
4,8,12,1,10,4,0.5874125874125874,0.5608365019011406,3,1,-1.2908472229609114,0,0
4,12,2,2,16,1,0.4909090909090909,0.5497128426540671,3,2,-1.1255735603991965,0,0
2,10,8,5,0,5,0.5661331086773378,0.5515294974508376,2,1,-0.9923716835705515,1,1
2,22,9,2,10,6,0.5757575757575758,0.5497128426540671,2,1,-0.08611560141812867,0,1
4,11,12,7,17,4,0.5510204081632653,0.5457627118644067,3,3,-0.9498870076621341,1,0
4,8,9,7,15,5,0.25,0.5448619976625011,3,1,-0.4749752329463198,0,0
0,3,3,5,18,5,0.51625,0.5608365019011406,1,2,-0.36609782526389756,1,1
2,18,7,6,19,6,0.4634146341463415,0.5448619976625011,2,4,-0.46414578479259405,0,0
2,3,1,2,1,1,0.5141955835962145,0.5455669122890421,2,2,-0.5257068805764155,1,1
4,3,1,2,21,6,0.48623853211009177,0.5608365019011406,3,2,0.08573891399425962,0,0
4,11,3,2,7,2,0.488272921108742,0.5492640692640692,3,3,1.6733323699795788,1,1
4,1,1,2,14,1,0.5829596412556054,0.5453419768373516,3,2,0.34889397323819293,0,0
4,21,6,2,3,3,0.5341176470588235,0.5579268292682927,3,4,-0.40100190729088,1,0
4,20,9,6,2,4,0.36,0.5492640692640692,3,3,1.6400110705035211,0,0
4,18,5,5,20,3,0.5942857142857143,0.5515294974508376,3,4,-0.2861267831603481,1,0
1,15,12,6,20,0,0.5921052631578947,0.5265700483091788,0,3,-1.0577647210469174,1,1
0,14,7,5,23,5,0.6066666666666667,0.5515294974508376,1,4,-0.6459134709353908,1,1
1,1,2,2,11,4,0.550429669832655,0.5564681724845996,0,2,-1.0032010994859202,1,1
2,13,12,5,22,0,0.6730769230769231,0.5497128426540671,2,3,0.3636385566227749,1,1
1,12,2,2,12,4,0.6,0.5492640692640692,0,2,1.3067980757429454,1,1
4,17,6,7,17,4,0.48333333333333334,0.5449667654360535,3,1,-0.7507089731153895,0,0
4,5,8,2,21,5,0.631578947368421,0.5449667654360535,3,0,1.806450798945094,1,0
4,10,8,2,16,2,0.5607476635514018,0.5497128426540671,3,1,0.3936277769662085,0,0
4,9,1,7,12,6,0.0,0.5515294974508376,3,0,-0.5659423646883398,0,0
4,13,12,1,7,4,0.6274509803921569,0.5449667654360535,3,3,0.5986370769908478,1,1
4,18,8,2,4,2,0.5802469135802469,0.5455669122890421,3,4,-1.1463160833179882,0,0
1,7,1,8,0,5,0.2926829268292683,0.5497128426540671,0,3,-1.1005825857921532,0,0
2,7,11,2,10,6,0.5340136054421769,0.5362318840579711,2,3,-0.3614328641630616,1,1
1,6,8,2,14,1,0.6,0.5480694980694981,0,4,0.07399325256071777,1,1
2,6,7,0,2,4,0.4434782608695652,0.5492640692640692,2,4,1.7732962684077516,0,0
4,19,11,2,11,4,0.54,0.5515294974508376,3,0,-0.9257290527965953,0,0
1,6,8,2,5,3,0.5309090909090909,0.5492640692640692,0,4,1.7066536694556365,1,1
2,5,12,2,17,5,0.5136612021857924,0.5474660586589284,2,0,-0.33877437052295273,1,1
4,11,11,6,11,2,0.5398671096345515,0.5894308943089431,3,3,-0.8609191354786596,1,0
4,15,10,7,0,0,0.647887323943662,0.5453419768373516,3,3,0.598720334422751,0,0
2,15,1,1,5,2,0.6141732283464567,0.5894308943089431,2,3,-0.8292639391292929,1,1
1,21,7,2,23,1,0.5443330763299923,0.5449667654360535,0,4,1.5065591036605757,1,1
4,11,3,6,7,6,0.5357142857142857,0.5474660586589284,3,3,-0.02647057198775403,0,0
4,17,6,6,1,2,0.6666666666666666,0.5497128426540671,3,1,-1.105580799790006,1,0
1,17,10,6,5,3,0.64,0.5449667654360535,0,1,-0.7756999477224328,1,1
1,8,12,6,14,4,0.6923076923076923,0.5492640692640692,0,1,1.8066175678838092,1,1
2,13,12,3,21,5,0.5368421052631579,0.5429594272076372,2,3,-1.1942154513148209,0,1
4,13,12,5,18,4,0.4117647058823529,0.5497128426540671,3,3,0.5985538195589444,0,0
2,12,1,6,14,0,0.4418604651162791,0.5448619976625011,2,2,-0.6265871197383748,0,1
4,6,6,2,10,6,0.5046082949308756,0.5492640692640692,3,4,1.6400110705035211,0,0
4,8,1,7,10,6,0.4166666666666667,0.5515294974508376,3,1,-0.9923716835705515,0,0
1,15,1,3,22,4,0.53125,0.5497128426540671,0,3,-1.0356060581448878,1,1
4,20,11,3,19,2,0.522207267833109,0.5448619976625011,3,3,-0.4533163374719007,0,0
4,22,8,7,10,0,0.572463768115942,0.5448619976625011,3,1,-0.4749752329463198,1,1
4,11,12,7,4,3,0.5851851851851851,0.5497128426540671,3,3,-0.2510560596486208,1,0
1,3,5,8,20,0,0.5723076923076923,0.5455669122890421,0,2,-1.1129947838419305,0,0
4,1,1,2,2,6,0.5575,0.5613636363636364,3,2,-0.5360364659203112,0,0
1,1,5,1,13,0,0.5147679324894515,0.5497128426540671,0,2,0.34864407348851245,1,1
1,12,5,3,4,3,0.8421052631578947,0.5455669122890421,0,2,0.5364095402229203,1,1
4,22,6,2,0,1,0.90625,0.5449667654360535,3,1,1.6231836518267773,1,1
2,12,4,5,17,0,0.65,0.5448619976625011,2,2,-0.5182928964411876,1,1
2,3,3,2,2,4,0.5524861878453039,0.5497128426540671,2,2,-0.685815734555262,1,1
4,1,1,2,19,6,0.5575,0.5497128426540671,3,2,0.4536060910321375,0,0
4,14,8,2,6,6,0.6497890295358649,0.5449667654360535,3,4,2.5977485306904966,1,0
0,12,4,2,18,3,0.5826446280991735,0.5448619976625011,1,2,-0.44248688931817487,1,1
4,21,5,1,15,6,0.42,0.5480694980694981,3,4,-0.14259519403365656,0,0
4,6,8,5,5,1,0.46551724137931033,0.5608365019011406,3,4,-1.1880509969168045,0,0
1,4,10,5,23,3,1.0,0.5626168224299065,0,3,-0.6259206787542688,1,1
4,22,11,1,22,0,0.4186046511627907,0.5599173553719008,3,1,2.3189325473281945,0,0
4,13,1,6,22,6,0.5862068965517241,0.5474660586589284,3,3,0.02351137722633236,1,0
4,6,7,5,3,4,0.5163934426229508,0.5608365019011406,3,4,-0.7657868407190097,1,0
2,7,10,6,1,5,0.5804195804195804,0.5455669122890421,2,3,-0.8255985758609338,1,1
4,21,8,7,11,3,0.6428571428571429,0.5480694980694981,3,4,-0.07595259508154138,1,1
4,9,10,6,9,2,0.5882352941176471,0.5696629213483146,3,0,-0.8591697749200655,1,1
4,3,6,2,0,4,0.5491419656786272,0.5448619976625011,3,2,-0.5020487887706166,0,0
4,3,4,3,7,3,0.5723076923076923,0.5492640692640692,3,2,1.6233504207654923,0,0
2,21,5,6,12,4,0.6875,0.5455669122890421,2,4,0.20319654546234436,0,1
1,11,1,1,3,6,0.488272921108742,0.5646153846153846,0,3,0.18262063303948883,1,1
4,13,1,6,8,1,0.5217391304347826,0.5449667654360535,3,3,2.5560969063454246,0,0
4,15,11,2,3,2,0.5813953488372093,0.5497128426540671,3,3,-0.7756999477224328,1,1
4,22,8,2,4,6,0.625,0.5492640692640692,3,1,1.6733323699795788,0,1
2,5,10,3,22,6,0.2786885245901639,0.5455669122890421,2,0,-1.1254902711454522,1,1
4,2,9,5,3,2,0.8666666666666667,0.5497128426540671,3,0,-1.0605970327519312,0,0
4,18,6,2,9,3,0.6086956521739131,0.5474660586589284,3,4,-0.4386550115192221,0,0
0,22,9,1,9,6,0.5268595041322314,0.5448619976625011,1,1,-0.5724400080897812,0,0
4,10,9,2,19,5,0.18181818181818182,0.5474660586589284,3,1,-1.1922994804268972,0,0
1,22,10,6,1,3,0.35714285714285715,0.5448619976625011,0,1,-0.550781175925831,1,1
4,18,6,6,22,1,0.6511627906976745,0.5448619976625011,3,4,-0.550781175925831,0,0
4,3,2,6,5,5,0.5411051212938005,0.5497128426540671,3,2,0.4735989465237284,1,1
4,10,10,3,7,6,0.5677966101694916,0.5608365019011406,3,1,0.42361699730964203,1,0
4,0,9,6,13,6,0.23529411764705882,0.5457627118644067,3,4,-0.9946208751171348,0,0
4,3,6,1,5,5,0.51625,0.5453419768373516,3,2,0.6487024110908078,0,0
4,15,10,2,13,3,0.554670528602462,0.5492640692640692,3,3,1.1401915783626573,1,1
4,6,8,6,11,5,0.6078431372549019,0.5449667654360535,3,4,-0.19266052813361687,0,0
4,12,3,6,22,4,0.7142857142857143,0.5448619976625011,3,2,-0.4533163374719007,1,0
4,15,2,6,7,0,0.7714285714285715,0.5453419768373516,3,3,0.673693385697851,1,1
4,18,4,1,10,6,1.0,0.5474660586589284,3,4,-0.5885175375860764,1,1
4,21,6,1,4,5,0.5443330763299923,0.5449667654360535,3,4,2.5560969063454246,1,0
4,12,1,1,20,4,0.6521739130434783,0.5564681724845996,3,2,-0.6094266713340173,0,1
4,22,9,6,1,3,0.5344827586206896,0.5492640692640692,3,1,1.7066536694556365,1,0
4,12,3,7,6,4,0.7733333333333333,0.5474660586589284,3,2,-0.1597557698919844,1,1
4,22,9,0,14,4,0.5384615384615384,0.5492640692640692,3,1,1.6233504207654923,0,0
4,3,4,0,5,1,0.5190615835777126,0.5497128426540671,3,2,-0.7756999477224328,0,0
